OrderID,CustomerID,PaymentID,OrderDate,ShipperID,ShipDate,DeliveryDate,Total_order_amount
7656309,57326,4,20 January 2021,8,24 January 2021,02 February 2021,33970.1
7656310,57298,5,21 January 2021,1,23 January 2021,10 February 2021,31040
7656311,57155,4,21 January 2021,5,25 January 2021,01 February 2021,7850.705
7656312,57282,4,21 January 2021,8,24 January 2021,09 February 2021,22167.395
7656313,57313,4,21 January 2021,8,22 January 2021,09 February 2021,4635.05
7656314,57326,5,22 January 2021,1,25 January 2021,31 January 2021,17245.75
7656315,57186,3,22 January 2021,8,27 January 2021,08 February 2021,35411.5
7656316,57321,5,22 January 2021,4,28 January 2021,30 January 2021,12922.24
7656317,57316,3,22 January 2021,5,01 February 2021,18 February 2021,22734.05
7656318,57286,4,22 January 2021,2,29 January 2021,10 February 2021,1197
7656319,57201,5,22 January 2021,5,29 January 2021,04 February 2021,14736
7656320,57084,6,23 January 2021,3,30 January 2021,18 February 2021,9737.5
7656321,57331,4,23 January 2021,5,29 January 2021,16 February 2021,6388.75
7656322,57111,5,23 January 2021,8,24 January 2021,28 January 2021,1035
7656323,57187,4,23 January 2021,2,31 January 2021,04 February 2021,19547.2
7656324,57264,4,24 January 2021,2,02 February 2021,04 February 2021,299.25
7656325,57160,4,24 January 2021,2,25 January 2021,01 February 2021,1035.5
7656326,57328,3,24 January 2021,8,27 January 2021,01 February 2021,24015.5
7656327,57170,4,24 January 2021,2,27 January 2021,08 February 2021,837.9
7656328,57211,4,24 January 2021,5,03 February 2021,15 February 2021,13364.98
7656329,57318,2,25 January 2021,6,04 February 2021,17 February 2021,6375
7656330,57308,3,25 January 2021,5,29 January 2021,12 February 2021,26118
7656331,57291,6,26 January 2021,1,29 January 2021,10 February 2021,15608
7656332,57288,1,26 January 2021,2,05 February 2021,24 February 2021,23378.6
7656333,57166,6,26 January 2021,3,28 January 2021,31 January 2021,4357
7656334,57281,4,26 January 2021,5,04 February 2021,15 February 2021,6904.6
7656335,57233,3,26 January 2021,8,28 January 2021,16 February 2021,29917.5
7656336,57179,3,26 January 2021,6,01 February 2021,12 February 2021,16285.62
7656337,57136,3,26 January 2021,1,31 January 2021,12 February 2021,26269.71
7656338,57084,6,26 January 2021,2,28 January 2021,08 February 2021,1130
7656339,57215,5,27 January 2021,1,04 February 2021,13 February 2021,57983.92
7656340,57311,4,27 January 2021,6,30 January 2021,17 February 2021,4828.85
7656341,57325,3,27 January 2021,2,02 February 2021,14 February 2021,18977.53
7656342,57141,4,27 January 2021,3,04 February 2021,12 February 2021,1137.15
7656343,57310,4,28 January 2021,1,30 January 2021,11 February 2021,9944.6
7656344,57268,5,28 January 2021,8,05 February 2021,10 February 2021,8354
7656345,57212,5,28 January 2021,5,05 February 2021,18 February 2021,25436
7656346,57202,4,28 January 2021,2,31 January 2021,04 February 2021,14232.9
7656347,57338,4,28 January 2021,1,05 February 2021,10 February 2021,38301.625
7656348,57230,6,29 January 2021,7,07 February 2021,19 February 2021,1105
7656349,57295,5,29 January 2021,4,02 February 2021,17 February 2021,3584
7656350,57320,4,29 January 2021,4,02 February 2021,13 February 2021,14721.2
7656351,57151,4,29 January 2021,4,03 February 2021,05 February 2021,15788.8195
7656352,57099,6,29 January 2021,7,02 February 2021,13 February 2021,11382
7656353,57187,4,30 January 2021,4,31 January 2021,18 February 2021,5384.6
7656354,57336,3,30 January 2021,7,04 February 2021,09 February 2021,64103.25
7656355,57253,4,30 January 2021,2,07 February 2021,24 February 2021,47217.85
7656356,57293,4,30 January 2021,4,01 February 2021,18 February 2021,22776.25
7656357,57327,4,30 January 2021,6,06 February 2021,07 February 2021,25327.95
7656358,57215,3,31 January 2021,1,08 February 2021,21 February 2021,7714.5
7656359,57264,5,31 January 2021,8,01 February 2021,04 February 2021,26287.5
7656360,57257,4,31 January 2021,4,07 February 2021,22 February 2021,3105.55
7656361,57319,2,01 February 2021,6,03 February 2021,21 February 2021,17661
7656362,57223,4,01 February 2021,2,06 February 2021,24 February 2021,43906.872
7656363,57180,3,01 February 2021,7,05 February 2021,06 February 2021,12646.85
7656364,57199,4,01 February 2021,6,09 February 2021,10 February 2021,46379
7656365,57237,4,01 February 2021,5,03 February 2021,04 February 2021,3683.15
7656366,57290,4,01 February 2021,5,11 February 2021,02 March 2021,646
7656367,57276,4,02 February 2021,7,12 February 2021,28 February 2021,48725.728
7656368,57237,4,02 February 2021,1,09 February 2021,23 February 2021,25626.9625
7656369,57241,5,02 February 2021,6,10 February 2021,13 February 2021,2295
7656370,57297,4,02 February 2021,6,10 February 2021,13 February 2021,35442.885
7656371,57287,6,03 February 2021,3,08 February 2021,15 February 2021,31678
7656372,57281,4,03 February 2021,7,08 February 2021,24 February 2021,8837.85
7656373,57114,5,04 February 2021,5,06 February 2021,21 February 2021,80159.6
7656374,57211,3,04 February 2021,4,06 February 2021,14 February 2021,3066.66
7656375,57300,5,04 February 2021,7,05 February 2021,18 February 2021,39993.8
7656376,57090,4,04 February 2021,5,12 February 2021,04 March 2021,14864.27
7656377,57317,6,05 February 2021,5,09 February 2021,11 February 2021,1079.92
7656378,57343,4,05 February 2021,2,08 February 2021,27 February 2021,18287.785
7656379,57217,5,05 February 2021,2,15 February 2021,16 February 2021,22897.2
7656380,57185,4,05 February 2021,4,14 February 2021,17 February 2021,7053.75
7656381,57292,3,06 February 2021,6,16 February 2021,07 March 2021,76043.09
7656382,57183,2,07 February 2021,4,13 February 2021,21 February 2021,32576
7656383,57303,3,07 February 2021,8,14 February 2021,06 March 2021,22649.65
7656384,57215,4,07 February 2021,8,10 February 2021,14 February 2021,25288.81
7656385,57225,4,07 February 2021,8,16 February 2021,01 March 2021,1461.1
7656386,57305,3,07 February 2021,6,08 February 2021,12 February 2021,13742.47
7656387,57180,4,07 February 2021,3,17 February 2021,23 February 2021,7311.2
7656388,57261,4,07 February 2021,4,14 February 2021,06 March 2021,3129.87
7656389,57236,4,07 February 2021,4,12 February 2021,04 March 2021,16360.615
7656390,57281,4,08 February 2021,5,10 February 2021,13 February 2021,12775.6
7656391,57350,4,08 February 2021,8,12 February 2021,18 February 2021,512.05
7656392,57313,4,08 February 2021,8,16 February 2021,08 March 2021,18252.426
7656393,57312,4,08 February 2021,4,17 February 2021,03 March 2021,523.45
7656394,57213,4,08 February 2021,7,17 February 2021,27 February 2021,2534.6
7656395,57348,5,09 February 2021,6,16 February 2021,08 March 2021,5520
7656396,57085,6,09 February 2021,7,15 February 2021,20 February 2021,9827.25
7656397,57294,5,09 February 2021,4,19 February 2021,26 February 2021,90117
7656398,57310,4,09 February 2021,1,18 February 2021,09 March 2021,2559.3
7656399,57134,4,09 February 2021,6,17 February 2021,18 February 2021,10842.35
7656400,57145,4,09 February 2021,4,15 February 2021,05 March 2021,28950.965
7656401,57216,6,10 February 2021,5,18 February 2021,27 February 2021,9019
7656402,57299,4,10 February 2021,7,19 February 2021,07 March 2021,30760.62
7656403,57251,4,10 February 2021,7,11 February 2021,19 February 2021,17154.15
7656404,57331,5,10 February 2021,1,13 February 2021,01 March 2021,11303.05
7656405,57106,4,10 February 2021,8,12 February 2021,25 February 2021,10716.475
7656406,57212,3,10 February 2021,1,18 February 2021,03 March 2021,22260
7656407,57129,4,11 February 2021,4,18 February 2021,19 February 2021,7095.74
7656408,57089,4,11 February 2021,7,16 February 2021,23 February 2021,4289.06
7656409,57225,4,11 February 2021,2,15 February 2021,04 March 2021,9912.6515
7656410,57278,4,11 February 2021,1,12 February 2021,22 February 2021,9068.7
7656411,57340,4,11 February 2021,6,18 February 2021,22 February 2021,18057.6
7656412,57139,4,11 February 2021,5,21 February 2021,27 February 2021,16949.5485
7656413,57145,4,11 February 2021,8,15 February 2021,22 February 2021,34752.9
7656414,57317,4,11 February 2021,4,13 February 2021,27 February 2021,9465.173
7656415,57109,4,11 February 2021,5,20 February 2021,03 March 2021,4749.0025
7656416,57339,2,12 February 2021,1,21 February 2021,24 February 2021,21381.76
7656417,57262,6,12 February 2021,1,15 February 2021,07 March 2021,23613.9
7656418,57326,3,12 February 2021,3,18 February 2021,10 March 2021,36560
7656419,57305,1,12 February 2021,5,19 February 2021,22 February 2021,11420
7656420,57100,5,12 February 2021,2,19 February 2021,23 February 2021,16013.04
7656421,57254,3,13 February 2021,7,20 February 2021,22 February 2021,10640.71
7656422,57089,5,13 February 2021,1,14 February 2021,25 February 2021,7042
7656423,57326,6,13 February 2021,1,19 February 2021,26 February 2021,7125
7656424,57270,6,13 February 2021,6,22 February 2021,02 March 2021,4356
7656425,57341,5,13 February 2021,6,21 February 2021,23 February 2021,1775
7656426,57190,6,13 February 2021,2,16 February 2021,05 March 2021,15025
7656427,57277,4,13 February 2021,4,14 February 2021,06 March 2021,6840
7656428,57222,5,13 February 2021,7,23 February 2021,12 March 2021,26528
7656429,57274,3,14 February 2021,3,15 February 2021,07 March 2021,1692.9
7656430,57085,3,14 February 2021,1,19 February 2021,24 February 2021,16402.06
7656431,57277,5,14 February 2021,1,17 February 2021,22 February 2021,5633.99
7656432,57320,4,14 February 2021,1,18 February 2021,26 February 2021,14243.768
7656433,57254,4,14 February 2021,2,16 February 2021,20 February 2021,25396.73
7656434,57332,6,14 February 2021,5,24 February 2021,14 March 2021,29
7656435,57248,3,14 February 2021,8,15 February 2021,27 February 2021,8747.5
7656436,57094,3,15 February 2021,5,22 February 2021,14 March 2021,13701.8
7656437,57300,4,15 February 2021,3,24 February 2021,02 March 2021,29121.3
7656438,57276,4,15 February 2021,4,18 February 2021,19 February 2021,47578.945
7656439,57159,3,15 February 2021,8,23 February 2021,14 March 2021,52910.5
7656440,57125,4,15 February 2021,7,23 February 2021,10 March 2021,6203.5
7656441,57284,3,16 February 2021,1,25 February 2021,07 March 2021,19238.31
7656442,57252,5,16 February 2021,5,23 February 2021,03 March 2021,5996
7656443,57309,4,16 February 2021,2,17 February 2021,24 February 2021,11751.975
7656444,57133,4,16 February 2021,2,19 February 2021,26 February 2021,1259.434
7656445,57205,4,17 February 2021,1,19 February 2021,07 March 2021,2820.55
7656446,57313,3,17 February 2021,7,21 February 2021,01 March 2021,52259.75
7656447,57226,4,17 February 2021,2,18 February 2021,19 February 2021,22214.268
7656448,57101,3,18 February 2021,1,27 February 2021,07 March 2021,5219.4
7656449,57310,4,18 February 2021,6,24 February 2021,26 February 2021,18465.53
7656450,57094,4,18 February 2021,5,27 February 2021,28 February 2021,6832.4
7656451,57133,6,18 February 2021,1,28 February 2021,16 March 2021,1925
7656452,57281,4,19 February 2021,4,23 February 2021,27 February 2021,7854.771
7656453,57230,4,19 February 2021,5,26 February 2021,05 March 2021,22420
7656454,57269,3,19 February 2021,4,27 February 2021,19 March 2021,16960
7656455,57199,4,20 February 2021,1,28 February 2021,12 March 2021,9013.6
7656456,57335,5,20 February 2021,8,02 March 2021,12 March 2021,82898.05
7656457,57361,4,20 February 2021,4,01 March 2021,20 March 2021,42647.5425
7656458,57356,4,20 February 2021,2,22 February 2021,25 February 2021,2161.4875
7656459,57323,3,20 February 2021,2,01 March 2021,20 March 2021,2990
7656460,57249,4,20 February 2021,4,25 February 2021,26 February 2021,63430.55
7656461,57350,4,21 February 2021,4,23 February 2021,03 March 2021,1295.8
7656462,57177,4,21 February 2021,1,22 February 2021,06 March 2021,98618.3125
7656463,57262,4,21 February 2021,8,03 March 2021,23 March 2021,17977.325
7656464,57360,4,21 February 2021,1,24 February 2021,03 March 2021,9952.77
7656465,57189,3,21 February 2021,5,22 February 2021,24 February 2021,15821.45
7656466,57125,4,21 February 2021,8,26 February 2021,15 March 2021,9070.6
7656467,57365,4,22 February 2021,6,27 February 2021,11 March 2021,86839.5
7656468,57251,4,22 February 2021,5,27 February 2021,17 March 2021,37214.92
7656469,57203,4,22 February 2021,6,03 March 2021,12 March 2021,2908.1875
7656470,57215,4,22 February 2021,8,03 March 2021,17 March 2021,9416.4
7656471,57133,6,22 February 2021,1,23 February 2021,28 February 2021,13004
7656472,57306,5,22 February 2021,7,24 February 2021,07 March 2021,990
7656473,57113,6,22 February 2021,1,25 February 2021,02 March 2021,12272.5
7656474,57191,3,22 February 2021,2,28 February 2021,07 March 2021,1425
7656475,57214,4,23 February 2021,8,02 March 2021,20 March 2021,6601.17
7656476,57373,3,23 February 2021,7,26 February 2021,01 March 2021,11920
7656477,57371,5,24 February 2021,4,05 March 2021,15 March 2021,2524.86
7656478,57220,4,24 February 2021,7,05 March 2021,10 March 2021,21794.6625
7656479,57330,4,24 February 2021,6,01 March 2021,20 March 2021,3715.45
7656480,57344,3,24 February 2021,5,26 February 2021,13 March 2021,23102.5
7656481,57117,6,24 February 2021,8,25 February 2021,17 March 2021,3230.36
7656482,57369,5,25 February 2021,6,26 February 2021,17 March 2021,3226
7656483,57302,5,25 February 2021,3,02 March 2021,18 March 2021,129724.92
7656484,57231,3,25 February 2021,7,28 February 2021,12 March 2021,13895.4
7656485,57360,4,25 February 2021,1,05 March 2021,16 March 2021,9771.7
7656486,57361,4,25 February 2021,8,04 March 2021,18 March 2021,5491
7656487,57184,3,26 February 2021,1,27 February 2021,06 March 2021,24821.06
7656488,57260,3,26 February 2021,4,05 March 2021,16 March 2021,8297.5
7656489,57190,3,26 February 2021,6,04 March 2021,18 March 2021,95037.2
7656490,57213,4,26 February 2021,1,07 March 2021,19 March 2021,27342.064
7656491,57296,4,26 February 2021,3,06 March 2021,21 March 2021,9634.9
7656492,57144,3,26 February 2021,6,06 March 2021,25 March 2021,10440
7656493,57139,6,26 February 2021,4,04 March 2021,21 March 2021,2868
7656494,57181,5,26 February 2021,6,27 February 2021,14 March 2021,35643
7656495,57299,4,26 February 2021,5,02 March 2021,07 March 2021,2079.55
7656496,57175,4,27 February 2021,6,09 March 2021,23 March 2021,17058.2
7656497,57298,4,27 February 2021,6,09 March 2021,11 March 2021,21061.025
7656498,57317,3,27 February 2021,6,02 March 2021,22 March 2021,8262
7656499,57240,3,27 February 2021,3,05 March 2021,23 March 2021,280
7656500,57289,3,27 February 2021,3,01 March 2021,18 March 2021,14283.55
7656501,57345,4,27 February 2021,4,05 March 2021,14 March 2021,6072.4
7656502,57335,4,27 February 2021,1,02 March 2021,12 March 2021,8327.225
7656503,57286,5,27 February 2021,2,07 March 2021,24 March 2021,21714.25
7656504,57101,5,28 February 2021,6,04 March 2021,12 March 2021,960
7656505,57293,4,28 February 2021,2,01 March 2021,03 March 2021,44252.615
7656506,57278,4,28 February 2021,2,01 March 2021,10 March 2021,6930.25
7656507,57302,4,28 February 2021,8,08 March 2021,24 March 2021,11089.73
7656508,57145,4,28 February 2021,8,10 March 2021,20 March 2021,6979.65
7656509,57353,4,28 February 2021,5,03 March 2021,05 March 2021,21151.75
7656510,57249,4,01 March 2021,8,06 March 2021,11 March 2021,13056.325
7656511,57358,3,01 March 2021,2,05 March 2021,10 March 2021,17070.05
7656512,57167,4,01 March 2021,1,11 March 2021,19 March 2021,11655.55
7656513,57314,3,02 March 2021,7,07 March 2021,11 March 2021,22873.5
7656514,57373,4,02 March 2021,6,12 March 2021,20 March 2021,7701.935
7656515,57380,4,02 March 2021,2,12 March 2021,17 March 2021,22418.6795
7656516,57292,4,03 March 2021,1,09 March 2021,14 March 2021,57422.2275
7656517,57295,5,03 March 2021,5,07 March 2021,26 March 2021,5389.2
7656518,57283,4,03 March 2021,1,09 March 2021,16 March 2021,49792.5875
7656519,57330,4,03 March 2021,8,07 March 2021,21 March 2021,30863.6
7656520,57262,4,03 March 2021,5,06 March 2021,20 March 2021,7682.935
7656521,57383,4,03 March 2021,2,09 March 2021,16 March 2021,24484.5875
7656522,57332,3,03 March 2021,8,08 March 2021,15 March 2021,10666.4
7656523,57258,3,04 March 2021,8,08 March 2021,21 March 2021,26605
7656524,57298,4,04 March 2021,2,10 March 2021,24 March 2021,14818.3945
7656525,57351,4,04 March 2021,3,11 March 2021,27 March 2021,16516.13
7656526,57083,6,04 March 2021,5,10 March 2021,28 March 2021,16504.4
7656527,57315,4,04 March 2021,1,05 March 2021,13 March 2021,12166.65
7656528,57202,4,04 March 2021,4,06 March 2021,20 March 2021,1980.75
7656529,57271,6,04 March 2021,1,10 March 2021,17 March 2021,13983.75
7656530,57247,4,04 March 2021,7,06 March 2021,07 March 2021,2761.726
7656531,57087,6,04 March 2021,5,10 March 2021,22 March 2021,45164
7656532,57269,3,04 March 2021,2,13 March 2021,24 March 2021,2251
7656533,57311,3,04 March 2021,2,09 March 2021,20 March 2021,20703.02
7656534,57304,4,04 March 2021,1,05 March 2021,15 March 2021,40988.605
7656535,57388,3,04 March 2021,7,12 March 2021,27 March 2021,12209.15
7656536,57237,3,04 March 2021,1,06 March 2021,11 March 2021,39529
7656537,57385,4,04 March 2021,3,07 March 2021,22 March 2021,26986.65
7656538,57151,4,05 March 2021,5,14 March 2021,23 March 2021,8074.05
7656539,57363,3,05 March 2021,7,13 March 2021,23 March 2021,12003
7656540,57167,3,05 March 2021,2,15 March 2021,29 March 2021,6470.25
7656541,57204,4,05 March 2021,8,14 March 2021,29 March 2021,5517.7235
7656542,57266,5,06 March 2021,5,16 March 2021,24 March 2021,35646.5
7656543,57178,4,06 March 2021,4,10 March 2021,25 March 2021,3392.64
7656544,57383,4,06 March 2021,2,12 March 2021,30 March 2021,19182.4
7656545,57211,3,07 March 2021,8,14 March 2021,30 March 2021,8705
7656546,57094,5,07 March 2021,3,09 March 2021,25 March 2021,21580.03
7656547,57234,5,07 March 2021,3,13 March 2021,26 March 2021,7620
7656548,57286,4,07 March 2021,6,14 March 2021,17 March 2021,4391.85
7656549,57116,3,07 March 2021,6,10 March 2021,26 March 2021,20294.45
7656550,57247,6,07 March 2021,8,09 March 2021,20 March 2021,22280
7656551,57094,4,07 March 2021,6,12 March 2021,27 March 2021,7558.58
7656552,57339,4,08 March 2021,2,18 March 2021,02 April 2021,26509.009
7656553,57364,4,08 March 2021,8,10 March 2021,20 March 2021,8749.5
7656554,57138,4,08 March 2021,4,17 March 2021,04 April 2021,7600
7656555,57260,4,08 March 2021,8,16 March 2021,24 March 2021,28688.575
7656556,57320,3,09 March 2021,5,12 March 2021,21 March 2021,31620.15
7656557,57389,4,09 March 2021,3,13 March 2021,18 March 2021,18938.25
7656558,57330,5,09 March 2021,8,13 March 2021,26 March 2021,4527
7656559,57260,3,09 March 2021,5,15 March 2021,23 March 2021,43946.4
7656560,57186,4,09 March 2021,1,18 March 2021,30 March 2021,15583.325
7656561,57242,3,09 March 2021,7,12 March 2021,17 March 2021,2079
7656562,57276,4,10 March 2021,1,19 March 2021,08 April 2021,35146.466
7656563,57348,4,10 March 2021,7,15 March 2021,28 March 2021,37411.475
7656564,57090,4,10 March 2021,1,19 March 2021,22 March 2021,45066.537
7656565,57256,4,11 March 2021,3,12 March 2021,23 March 2021,16869.739
7656566,57338,3,11 March 2021,3,18 March 2021,23 March 2021,13342.1
7656567,57215,3,11 March 2021,5,20 March 2021,04 April 2021,26674.8
7656568,57382,6,11 March 2021,8,13 March 2021,16 March 2021,26982.5
7656569,57364,4,11 March 2021,8,20 March 2021,22 March 2021,11648.425
7656570,57108,5,11 March 2021,5,14 March 2021,01 April 2021,11336
7656571,57134,5,11 March 2021,8,13 March 2021,19 March 2021,63634.2
7656572,57389,4,12 March 2021,7,15 March 2021,01 April 2021,40262.9475
7656573,57148,1,12 March 2021,6,19 March 2021,22 March 2021,6287
7656574,57337,4,12 March 2021,8,22 March 2021,28 March 2021,9994
7656575,57350,6,12 March 2021,6,21 March 2021,10 April 2021,19403
7656576,57300,4,12 March 2021,3,22 March 2021,31 March 2021,9336.6
7656577,57307,4,12 March 2021,1,21 March 2021,03 April 2021,6578.37
7656578,57133,2,12 March 2021,4,17 March 2021,25 March 2021,6600.9
7656579,57300,3,13 March 2021,8,23 March 2021,25 March 2021,26312.3
7656580,57196,4,13 March 2021,6,18 March 2021,07 April 2021,15988.88
7656581,57391,3,13 March 2021,5,14 March 2021,26 March 2021,5308.4
7656582,57390,3,13 March 2021,7,18 March 2021,02 April 2021,5576.08
7656583,57363,3,13 March 2021,3,22 March 2021,10 April 2021,19485.17
7656584,57235,3,14 March 2021,5,19 March 2021,01 April 2021,17062.45
7656585,57262,3,14 March 2021,5,15 March 2021,22 March 2021,6612
7656586,57399,4,14 March 2021,6,23 March 2021,03 April 2021,19247
7656587,57386,6,14 March 2021,6,16 March 2021,28 March 2021,11711.8
7656588,57184,6,14 March 2021,7,17 March 2021,28 March 2021,13858
7656589,57184,4,14 March 2021,4,20 March 2021,31 March 2021,30684.734
7656590,57173,4,14 March 2021,1,15 March 2021,18 March 2021,23200.9
7656591,57323,3,15 March 2021,1,20 March 2021,22 March 2021,22123.4
7656592,57396,3,16 March 2021,3,18 March 2021,29 March 2021,43729.2
7656593,57213,3,16 March 2021,1,23 March 2021,24 March 2021,20203
7656594,57129,4,16 March 2021,4,19 March 2021,30 March 2021,1795.5
7656595,57293,4,16 March 2021,4,25 March 2021,10 April 2021,17921.0185
7656596,57388,6,16 March 2021,1,26 March 2021,27 March 2021,46880.1
7656597,57155,3,16 March 2021,7,18 March 2021,30 March 2021,46416.5
7656598,57254,4,16 March 2021,3,19 March 2021,21 March 2021,18076.619
7656599,57102,5,16 March 2021,1,21 March 2021,04 April 2021,24069
7656600,57143,3,16 March 2021,8,22 March 2021,25 March 2021,6066.5
7656601,57328,3,16 March 2021,5,19 March 2021,05 April 2021,35370.25
7656602,57150,4,16 March 2021,7,18 March 2021,27 March 2021,12433.9325
7656603,57346,3,17 March 2021,1,18 March 2021,20 March 2021,5516
7656604,57120,3,17 March 2021,3,20 March 2021,29 March 2021,11120.9
7656605,57283,4,17 March 2021,7,21 March 2021,03 April 2021,12815.918
7656606,57373,5,17 March 2021,3,22 March 2021,09 April 2021,25584.5
7656607,57275,4,17 March 2021,3,26 March 2021,02 April 2021,13604.1425
7656608,57385,4,17 March 2021,2,27 March 2021,31 March 2021,8780.869
7656609,57403,5,18 March 2021,8,24 March 2021,10 April 2021,19185.3
7656610,57228,4,18 March 2021,7,27 March 2021,05 April 2021,2544.48
7656611,57346,3,18 March 2021,1,25 March 2021,27 March 2021,7067.4
7656612,57249,3,18 March 2021,7,23 March 2021,27 March 2021,31619.1
7656613,57375,3,18 March 2021,8,19 March 2021,21 March 2021,19888.8
7656614,57190,5,18 March 2021,6,26 March 2021,07 April 2021,47981.5
7656615,57120,4,18 March 2021,1,26 March 2021,13 April 2021,57926.535
7656616,57289,4,19 March 2021,5,20 March 2021,04 April 2021,1852.5
7656617,57144,6,19 March 2021,7,25 March 2021,12 April 2021,19102
7656618,57242,6,19 March 2021,2,25 March 2021,27 March 2021,28638
7656619,57269,3,19 March 2021,6,21 March 2021,10 April 2021,41494.75
7656620,57136,4,19 March 2021,2,23 March 2021,04 April 2021,36058.675
7656621,57113,4,19 March 2021,2,26 March 2021,28 March 2021,12999.8
7656622,57102,4,19 March 2021,8,20 March 2021,25 March 2021,27763.75
7656623,57357,3,19 March 2021,6,24 March 2021,07 April 2021,47198
7656624,57155,4,20 March 2021,4,26 March 2021,10 April 2021,18476.3125
7656625,57374,4,20 March 2021,4,29 March 2021,06 April 2021,4988.45
7656626,57244,4,20 March 2021,3,28 March 2021,01 April 2021,2660
7656627,57349,4,20 March 2021,4,24 March 2021,12 April 2021,61194.326
7656628,57341,5,20 March 2021,7,21 March 2021,05 April 2021,580
7656629,57320,4,20 March 2021,1,24 March 2021,29 March 2021,13024.823
7656630,57398,6,20 March 2021,7,28 March 2021,09 April 2021,14979
7656631,57239,4,21 March 2021,4,25 March 2021,30 March 2021,896.8
7656632,57220,4,21 March 2021,3,23 March 2021,07 April 2021,14327.425
7656633,57233,4,21 March 2021,2,26 March 2021,10 April 2021,28666.25
7656634,57320,2,21 March 2021,3,24 March 2021,28 March 2021,50880.1
7656635,57213,3,21 March 2021,1,23 March 2021,25 March 2021,14242.5
7656636,57088,4,21 March 2021,6,25 March 2021,02 April 2021,18156.8275
7656637,57303,6,22 March 2021,8,31 March 2021,01 April 2021,16966
7656638,57330,4,22 March 2021,7,25 March 2021,13 April 2021,19750.5
7656639,57346,4,22 March 2021,8,26 March 2021,13 April 2021,9892.35
7656640,57375,6,22 March 2021,4,30 March 2021,13 April 2021,13345
7656641,57281,4,22 March 2021,5,24 March 2021,27 March 2021,35794.1
7656642,57208,4,22 March 2021,2,01 April 2021,18 April 2021,9204.55
7656643,57238,4,22 March 2021,4,24 March 2021,10 April 2021,8981.775
7656644,57112,3,22 March 2021,3,24 March 2021,27 March 2021,25454.2
7656645,57202,4,22 March 2021,3,30 March 2021,16 April 2021,20129.55
7656646,57260,4,22 March 2021,7,25 March 2021,04 April 2021,10996.25
7656647,57112,6,22 March 2021,1,29 March 2021,13 April 2021,510
7656648,57298,4,22 March 2021,7,30 March 2021,16 April 2021,2821.5
7656649,57091,6,22 March 2021,5,27 March 2021,15 April 2021,20801.5
7656650,57091,6,23 March 2021,1,26 March 2021,10 April 2021,3936.5
7656651,57099,5,23 March 2021,7,26 March 2021,27 March 2021,14385
7656652,57229,3,23 March 2021,8,26 March 2021,30 March 2021,32219.4
7656653,57356,2,23 March 2021,3,27 March 2021,05 April 2021,15994.8
7656654,57370,6,23 March 2021,8,26 March 2021,08 April 2021,33328
7656655,57158,5,24 March 2021,7,02 April 2021,09 April 2021,21401.34
7656656,57252,5,24 March 2021,2,26 March 2021,29 March 2021,6590.2
7656657,57401,3,24 March 2021,7,28 March 2021,04 April 2021,27758.12
7656658,57113,5,24 March 2021,8,03 April 2021,18 April 2021,4097
7656659,57298,6,24 March 2021,8,26 March 2021,31 March 2021,15475
7656660,57181,6,25 March 2021,5,02 April 2021,09 April 2021,49974.5
7656661,57245,4,25 March 2021,8,30 March 2021,31 March 2021,2453.85
7656662,57373,4,25 March 2021,3,03 April 2021,13 April 2021,36601.6
7656663,57355,4,25 March 2021,8,03 April 2021,20 April 2021,30394.642
7656664,57324,2,25 March 2021,8,02 April 2021,03 April 2021,13188.25
7656665,57412,4,25 March 2021,2,02 April 2021,21 April 2021,8220.35
7656666,57329,4,25 March 2021,6,04 April 2021,12 April 2021,32200.9625
7656667,57261,6,25 March 2021,5,29 March 2021,09 April 2021,11598.88
7656668,57189,6,25 March 2021,8,28 March 2021,10 April 2021,84722.75
7656669,57408,5,25 March 2021,3,04 April 2021,20 April 2021,22667
7656670,57394,4,26 March 2021,4,03 April 2021,04 April 2021,22917.8
7656671,57104,5,26 March 2021,8,28 March 2021,30 March 2021,54585.6
7656672,57198,4,26 March 2021,1,30 March 2021,18 April 2021,26813.5505
7656673,57162,3,26 March 2021,5,01 April 2021,02 April 2021,8775.95
7656674,57187,3,26 March 2021,2,29 March 2021,05 April 2021,48844.3
7656675,57081,4,27 March 2021,8,05 April 2021,18 April 2021,27638.16
7656676,57347,4,27 March 2021,4,02 April 2021,21 April 2021,23627.45
7656677,57319,5,27 March 2021,6,03 April 2021,22 April 2021,36532.45
7656678,57213,4,27 March 2021,7,01 April 2021,18 April 2021,3109.35
7656679,57339,6,27 March 2021,5,03 April 2021,08 April 2021,19877
7656680,57108,6,27 March 2021,4,01 April 2021,05 April 2021,18417
7656681,57330,2,27 March 2021,4,29 March 2021,18 April 2021,19488
7656682,57416,6,27 March 2021,2,06 April 2021,18 April 2021,3988
7656683,57413,4,27 March 2021,3,05 April 2021,10 April 2021,50364.25
7656684,57304,3,27 March 2021,5,28 March 2021,17 April 2021,2769.1
7656685,57112,4,27 March 2021,6,29 March 2021,15 April 2021,9213.1
7656686,57105,4,28 March 2021,5,31 March 2021,18 April 2021,9192.2
7656687,57252,3,28 March 2021,3,04 April 2021,21 April 2021,33055.75
7656688,57279,4,28 March 2021,7,06 April 2021,23 April 2021,1868.65
7656689,57369,4,28 March 2021,2,30 March 2021,06 April 2021,29996.63
